ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
8151967,1.64E-21,1.02E-22,-13.856462,40.85294,0.7330735,STK3,serine/threonine kinase 3
7944769,2.21E-16,2.37E-17,-10.910384,28.457634,0.73299555,GRAMD1B,GRAM domain containing 1B
7910427,3.77E-19,3.03E-20,-12.469623,35.13843,0.73287976,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2
8043981,4.75E-06,1.41E-06,-5.225711,3.773347,0.73280472,IL1R2,interleukin 1 receptor type 2
8068401,2.84E-18,2.50E-19,-11.968794,33.019824,0.73238641,CBR1,carbonyl reductase 1
8065633,2.12E-16,2.27E-17,-10.920044,28.499745,0.73106961,,
8171802,1.89E-34,2.35E-36,-22.917076,72.400594,0.73104038,ACOT9,acyl-CoA thioesterase 9
8056222,6.26E-04,2.64E-04,-3.823215,-1.29132,0.73084907,DPP4,dipeptidyl peptidase 4
8065756,2.86E-12,4.53E-13,-8.681767,18.592257,0.72993903,,
8089759,3.56E-18,3.16E-19,-11.913488,32.7842,0.72795223,TMEM39A,transmembrane protein 39A
8094028,1.37E-13,1.91E-14,-9.390883,21.753316,0.72668973,AFAP1-AS1,AFAP1 antisense RNA 1
8155096,5.13E-26,1.83E-27,-16.704781,51.835486,0.72578937,CREB3,cAMP responsive element binding protein 3
7902495,1.09E-19,8.23E-21,-12.782324,36.446905,0.725296,NEXN,nexilin F-actin binding protein
8162908,1.01E-18,8.52E-20,-12.223627,34.101271,0.72430673,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A
8102912,2.52E-11,4.37E-12,-8.174086,16.330395,0.72382538,TBC1D9,TBC1 domain family member 9
8107940,7.14E-16,8.05E-17,-10.629727,27.230858,0.72136941,,
8031374,3.54E-14,4.71E-15,-9.706652,23.157089,0.72044702,FCAR,Fc fragment of IgA receptor
8037913,1.03E-33,1.41E-35,-22.317711,70.5997,0.72008409,NAPA,NSF attachment protein alpha
8154221,1.14E-11,1.92E-12,-8.358131,17.14962,0.71894634,,
7958216,8.86E-22,5.33E-23,-14.019219,41.508198,0.71871046,KIAA1033,KIAA1033
8111569,8.64E-14,1.18E-14,-9.498894,22.2339,0.71651292,RANBP3L,RAN binding protein 3 like
7973936,1.20E-20,8.28E-22,-13.340033,38.752061,0.71511723,PSMA6,proteasome subunit alpha 6
8004940,3.95E-08,9.21E-09,-6.43508,8.728267,0.71449217,ADPRM,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent"
8128284,1.72E-16,1.83E-17,-10.970025,28.717491,0.71359912,EPHA7,EPH receptor A7
7924526,1.02E-18,8.58E-20,-12.221774,34.093433,0.71347638,TP53BP2,tumor protein p53 binding protein 2
7967624,4.87E-25,1.94E-26,-16.065828,49.461497,0.71234306,SLC15A4,solute carrier family 15 member 4
8029465,5.65E-19,4.60E-20,-12.369924,34.7189,0.71230169,BCL3,B-cell CLL/lymphoma 3
8114814,9.79E-26,3.64E-27,-16.517389,51.144583,0.71110834,NR3C1,nuclear receptor subfamily 3 group C member 1
7905563,5.85E-14,7.90E-15,-9.589853,22.638294,0.71099036,LOR,loricrin
8095187,5.31E-06,1.59E-06,-5.196076,3.657527,0.71031073,CEP135,centrosomal protein 135
7949465,8.99E-37,8.06E-39,-24.892273,78.091829,0.70876385,RELA,"RELA proto-oncogene, NF-kB subunit"
7931951,6.18E-13,9.14E-14,-9.040138,20.190575,0.70860703,SFMBT2,Scm-like with four mbt domains 2
7903369,2.08E-27,6.37E-29,-17.63782,55.210321,0.70692751,SLC30A7,solute carrier family 30 member 7
8139232,1.53E-32,2.46E-34,-21.387659,67.733074,0.7068748,PSMA2///PSMA2,proteasome subunit alpha 2///proteasome subunit alpha 2
8022803,4.34E-21,2.85E-22,-13.602347,39.823285,0.70554128,GAREM1,GRB2 associated regulator of MAPK1 subtype 1
8072153,1.55E-18,1.32E-19,-12.119184,33.658894,0.70413361,CCDC117,coiled-coil domain containing 117
8162624,1.29E-17,1.22E-18,-11.596499,31.42756,0.70369275,AAED1,AhpC/TSA antioxidant enzyme domain containing 1
7978760,5.76E-19,4.70E-20,-12.364729,34.697007,0.70265885,KLHL28,kelch like family member 28
8118833,4.28E-17,4.29E-18,-11.30459,30.169361,0.70055052,UHRF1BP1,UHRF1 binding protein 1
8058695,9.27E-13,1.40E-13,-8.944171,19.762623,0.70049124,BARD1,BRCA1 associated RING domain 1
7981525,2.52E-14,3.30E-15,-9.786591,23.511812,0.69994067,CDCA4,cell division cycle associated 4
8097461,2.34E-12,3.67E-13,-8.72882,18.802117,0.69946089,NOCT,nocturnin
8058415,3.40E-26,1.18E-27,-16.824266,52.273717,0.69943513,INO80D,INO80 complex subunit D
8121685,7.84E-13,1.17E-13,-8.983934,19.939952,0.6989927,DCBLD1,"discoidin, CUB and LCCL domain containing 1"
